episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/allreduce_latency,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
1332.0,1332.0,1332.0,10000.0,0,1,144000,False,14,36,74f23f8c05a34750be5ca7f2cbbfac0c,2021-04-11_11-10-05,1618139405,19.927109003067017,747.1087210178375,792,24fef9483094,172.28.0.2,747.1087210178375,0,36,aa3c4_00000,[1332.0],[10000],9616.65,415.945,11504.478,347.691,2.957,144000,144000,57.31071428571429,27.100000000000005,0.0,0.30000000000000004,5e-05,11.559631317853928,-0.037777055928017944,11.594176888465881,0.5703459,0.010772522568004206,0.35048482846468687,0.0
1332.0,1332.0,1332.0,10000.0,0,1,148000,False,14,37,74f23f8c05a34750be5ca7f2cbbfac0c,2021-04-11_11-10-25,1618139425,20.141380786895752,767.2501018047333,792,24fef9483094,172.28.0.2,767.2501018047333,0,37,aa3c4_00000,[1332.0],[10000],9697.27,412.487,11499.338,347.846,3.011,148000,148000,57.47586206896552,27.10000000000001,0.0,0.30000000000000004,5e-05,11.848042279481888,-0.041455693251919,11.886488795280457,0.57425004,0.010030730161815882,0.3732866393402219,0.0
1333.0,1333.0,1333.0,10000.0,1,1,152000,False,15,38,74f23f8c05a34750be5ca7f2cbbfac0c,2021-04-11_11-10-48,1618139448,22.294102668762207,789.5442044734955,792,24fef9483094,172.28.0.2,789.5442044734955,0,38,aa3c4_00000,[1333.0],[10000],9762.61,409.726,11469.387,348.754,3.021,152000,152000,57.150000000000006,27.1,0.0,0.30000000000000004,5e-05,7.853460401296616,-0.04376625354052521,7.893673747777939,0.23320448,0.011842580483062193,0.28556957747787237,0.0
1333.0,1333.0,1333.0,10000.0,0,1,156000,False,15,39,74f23f8c05a34750be5ca7f2cbbfac0c,2021-04-11_11-11-10,1618139470,22.698281049728394,812.2424855232239,792,24fef9483094,172.28.0.2,812.2424855232239,0,39,aa3c4_00000,[1333.0],[10000],9810.523,407.725,11461.954,348.981,3.005,156000,156000,56.925,27.1,0.0,0.30000000000000004,5e-05,6.837439373135567,-0.04275431443238631,6.875329077243805,0.22874632,0.01621515880106017,0.2857882478274405,0.0
1720.0,1720.0,1720.0,10000.0,1,1,160000,False,16,40,74f23f8c05a34750be5ca7f2cbbfac0c,2021-04-11_11-11-33,1618139493,22.99339461326599,835.2358801364899,792,24fef9483094,172.28.0.2,835.2358801364899,0,40,aa3c4_00000,[1720.0],[10000],9897.095,404.159,11449.988,349.345,3.017,160000,160000,57.581818181818186,27.081818181818182,0.0,0.30000000000000004,5e-05,6.071495071053505,-0.03860799560789019,6.1070476323366165,0.35358477,0.010184826503973454,0.25764953764155507,0.0
1720.0,1720.0,1720.0,10000.0,0,1,164000,False,16,41,74f23f8c05a34750be5ca7f2cbbfac0c,2021-04-11_11-11-56,1618139516,22.840583086013794,858.0764632225037,792,24fef9483094,172.28.0.2,858.0764632225037,0,41,aa3c4_00000,[1720.0],[10000],10012.106,399.516,11446.395,349.455,2.933,164000,164000,56.82121212121212,27.093939393939394,0.0,0.30000000000000004,5e-05,7.350398436188698,-0.04151003423612565,7.388676807284355,0.32906082,0.010772384033771232,0.2651266139000654,0.0
1720.0,1720.0,1720.0,10000.0,0,1,168000,False,16,42,74f23f8c05a34750be5ca7f2cbbfac0c,2021-04-11_11-12-18,1618139538,21.69520115852356,879.7716643810272,792,24fef9483094,172.28.0.2,879.7716643810272,0,42,aa3c4_00000,[1720.0],[10000],9993.538,400.259,11443.8,349.534,2.944,168000,168000,57.64838709677419,27.10000000000001,0.0,0.30000000000000004,5e-05,8.245408117771149,-0.06308124301722273,8.298494696617126,0.5300776,0.033315660315565765,0.2589396587572992,0.0
1692.0,1692.0,1692.0,10000.0,1,1,172000,False,17,43,74f23f8c05a34750be5ca7f2cbbfac0c,2021-04-11_11-12-40,1618139560,21.567566394805908,901.3392307758331,792,24fef9483094,172.28.0.2,901.3392307758331,0,43,aa3c4_00000,[1692.0],[10000],10083.611,396.683,11434.773,349.81,2.901,172000,172000,57.1483870967742,27.10000000000001,0.0,0.45000000000000007,5e-05,13.225062787532806,-0.03705785603960976,13.25778380036354,0.270779,0.009637639959692024,0.24147997330874205,0.0
1692.0,1692.0,1692.0,10000.0,0,1,176000,False,17,44,74f23f8c05a34750be5ca7f2cbbfac0c,2021-04-11_11-13-01,1618139581,21.822835206985474,923.1620659828186,792,24fef9483094,172.28.0.2,923.1620659828186,0,44,aa3c4_00000,[1692.0],[10000],10194.186,392.381,11440.825,349.625,2.922,176000,176000,56.9774193548387,27.10000000000001,0.0,0.45000000000000007,5e-05,6.621915265917778,-0.034364831750281155,6.652735739946365,0.25490373,0.007876196876168251,0.23140118829905987,0.0
1799.0,1799.0,1799.0,10000.0,1,1,180000,False,18,45,74f23f8c05a34750be5ca7f2cbbfac0c,2021-04-11_11-13-21,1618139601,19.57059597969055,942.7326619625092,792,24fef9483094,172.28.0.2,942.7326619625092,0,45,aa3c4_00000,[1799.0],[10000],10102.494,395.942,11443.236,349.551,2.918,180000,180000,57.885714285714286,27.100000000000005,0.0,0.45000000000000007,5e-05,6.9075726717710495,-0.028934481844771653,6.932889208197594,0.39799392,0.008040108674322255,0.2688197889365256,0.0
